,Country,Measure,year,Value
300,World,Adriatic Sea,2008,27.953529411764706
301,World,Adriatic Sea,2009,26.41918918918919
302,World,Adriatic Sea,2010,64.68945945945947
303,World,Adriatic Sea,2011,28.98135135135135
304,World,Adriatic Sea,2012,19.95972972972973
305,World,Adriatic Sea,2013,43.40058823529412
306,World,Adriatic Sea,2014,61.44351351351351
307,World,Adriatic Sea,2015,42.39486486486487
308,World,Adriatic Sea,2016,36.35702702702703
309,World,Adriatic Sea,2017,-27.800769230769227
310,World,Andaman Sea,2008,84.37941176470588
311,World,Andaman Sea,2009,30.193243243243245
312,World,Andaman Sea,2010,64.22297297297297
313,World,Andaman Sea,2011,37.306756756756755
314,World,Andaman Sea,2012,60.6554054054054
315,World,Andaman Sea,2013,80.21857142857144
316,World,Andaman Sea,2014,41.016666666666666
317,World,Andaman Sea,2015,41.98783783783784
318,World,Andaman Sea,2016,104.82297297297296
319,World,Andaman Sea,2017,-10.828571428571427
320,World,Arabian Sea,2008,4.197647058823529
321,World,Arabian Sea,2009,38.123243243243245
322,World,Arabian Sea,2010,36.12054054054054
323,World,Arabian Sea,2011,36.74216216216216
324,World,Arabian Sea,2012,49.06378378378379
325,World,Arabian Sea,2013,43.245714285714286
326,World,Arabian Sea,2014,47.76888888888889
327,World,Arabian Sea,2015,76.41243243243244
328,World,Arabian Sea,2016,74.91243243243244
329,World,Arabian Sea,2017,88.08714285714287
330,World,Atlantic Ocean,2008,27.143529411764707
331,World,Atlantic Ocean,2009,26.32
332,World,Atlantic Ocean,2010,27.6172972972973
333,World,Atlantic Ocean,2011,28.092972972972973
334,World,Atlantic Ocean,2012,34.306486486486484
335,World,Atlantic Ocean,2013,40.26285714285714
336,World,Atlantic Ocean,2014,38.522777777777776
337,World,Atlantic Ocean,2015,46.64432432432432
338,World,Atlantic Ocean,2016,50.41459459459459
339,World,Atlantic Ocean,2017,48.041428571428575
340,World,Baltic Sea,2008,100.31470588235294
341,World,Baltic Sea,2009,-10.452702702702705
342,World,Baltic Sea,2010,-52.612162162162164
343,World,Baltic Sea,2011,65.0418918918919
344,World,Baltic Sea,2012,88.26891891891893
345,World,Baltic Sea,2013,26.964285714285715
346,World,Baltic Sea,2014,-19.044444444444448
347,World,Baltic Sea,2015,137.39594594594593
348,World,Baltic Sea,2016,49.366216216216216
349,World,Baltic Sea,2017,61.92142857142857
350,World,Bay Bengal,2008,37.02294117647059
351,World,Bay Bengal,2009,27.234864864864868
352,World,Bay Bengal,2010,52.91864864864865
353,World,Bay Bengal,2011,50.118648648648644
354,World,Bay Bengal,2012,47.975405405405404
355,World,Bay Bengal,2013,56.99857142857143
356,World,Bay Bengal,2014,43.50333333333333
357,World,Bay Bengal,2015,65.3727027027027
358,World,Bay Bengal,2016,92.78351351351351
359,World,Bay Bengal,2017,67.69142857142857
360,World,Bering Sea,2008,20.30235294117647
361,World,Bering Sea,2009,6.336216216216216
362,World,Bering Sea,2010,1.6470270270270269
363,World,Bering Sea,2011,9.530810810810811
364,World,Bering Sea,2012,0.9686486486486482
365,World,Bering Sea,2013,13.40857142857143
366,World,Bering Sea,2014,40.68944444444444
367,World,Bering Sea,2015,58.43351351351351
368,World,Bering Sea,2016,53.31189189189189
369,World,Bering Sea,2017,31.627142857142854
370,World,Caribbean Sea,2008,42.74588235294117
371,World,Caribbean Sea,2009,-1.9518918918918915
372,World,Caribbean Sea,2010,26.14
373,World,Caribbean Sea,2011,18.66702702702703
374,World,Caribbean Sea,2012,33.637297297297295
375,World,Caribbean Sea,2013,34.49
376,World,Caribbean Sea,2014,54.88594594594595
377,World,Caribbean Sea,2015,73.22918918918919
378,World,Caribbean Sea,2016,71.56972972972973
379,World,Caribbean Sea,2017,17.861428571428572
380,World,Gulf Mexico,2008,74.06588235294117
381,World,Gulf Mexico,2009,40.16810810810811
382,World,Gulf Mexico,2010,6.56
383,World,Gulf Mexico,2011,17.662702702702703
384,World,Gulf Mexico,2012,57.895135135135135
385,World,Gulf Mexico,2013,49.379999999999995
386,World,Gulf Mexico,2014,49.38777777777778
387,World,Gulf Mexico,2015,77.79513513513514
388,World,Gulf Mexico,2016,90.4627027027027
389,World,Gulf Mexico,2017,43.03142857142858
390,World,Indian Ocean,2008,29.54941176470588
391,World,Indian Ocean,2009,28.83081081081081
392,World,Indian Ocean,2010,39.325405405405405
393,World,Indian Ocean,2011,35.855135135135136
394,World,Indian Ocean,2012,44.90378378378379
395,World,Indian Ocean,2013,42.105714285714285
396,World,Indian Ocean,2014,45.72555555555556
397,World,Indian Ocean,2015,55.88756756756757
398,World,Indian Ocean,2016,48.97675675675676
399,World,Indian Ocean,2017,51.791428571428575
400,World,Indonesian,2008,57.55058823529412
401,World,Indonesian,2009,62.869189189189186
402,World,Indonesian,2010,89.30972972972972
403,World,Indonesian,2011,90.5854054054054
404,World,Indonesian,2012,85.30432432432433
405,World,Indonesian,2013,100.30857142857144
406,World,Indonesian,2014,34.90777777777778
407,World,Indonesian,2015,-18.795675675675678
408,World,Indonesian,2016,40.13945945945946
409,World,Indonesian,2017,98.78714285714285
410,World,Mediterranean,2008,66.81235294117647
411,World,Mediterranean,2009,17.662432432432432
412,World,Mediterranean,2010,56.175945945945955
413,World,Mediterranean,2011,12.035405405405406
414,World,Mediterranean,2012,24.154324324324325
415,World,Mediterranean,2013,38.35285714285714
416,World,Mediterranean,2014,36.574444444444445
417,World,Mediterranean,2015,17.765135135135136
418,World,Mediterranean,2016,41.219189189189194
419,World,Mediterranean,2017,-25.898571428571426
420,World,Nino,2008,21.169999999999998
421,World,Nino,2009,30.032162162162162
422,World,Nino,2010,20.624054054054056
423,World,Nino,2011,25.778108108108107
424,World,Nino,2012,37.77810810810811
425,World,Nino,2013,39.004285714285714
426,World,Nino,2014,52.708888888888886
427,World,Nino,2015,76.45648648648648
428,World,Nino,2016,45.22945945945946
429,World,Nino,2017,44.769999999999996
430,World,North Atlantic,2008,55.44529411764706
431,World,North Atlantic,2009,21.972162162162164
432,World,North Atlantic,2010,1.6370270270270275
433,World,North Atlantic,2011,5.855945945945946
434,World,North Atlantic,2012,31.19108108108108
435,World,North Atlantic,2013,31.538571428571426
436,World,North Atlantic,2014,28.412777777777777
437,World,North Atlantic,2015,40.48567567567568
438,World,North Atlantic,2016,47.09918918918919
439,World,North Atlantic,2017,11.917142857142858
440,World,North Pacific,2008,50.36882352941176
441,World,North Pacific,2009,27.088378378378376
442,World,North Pacific,2010,20.93972972972973
443,World,North Pacific,2011,25.23972972972973
444,World,North Pacific,2012,36.14783783783784
445,World,North Pacific,2013,41.004285714285714
446,World,North Pacific,2014,46.346111111111114
447,World,North Pacific,2015,56.115405405405404
448,World,North Pacific,2016,53.39378378378378
449,World,North Pacific,2017,0.08857142857142865
450,World,North Sea,2008,33.87823529411765
451,World,North Sea,2009,2.868378378378379
452,World,North Sea,2010,5.554864864864865
453,World,North Sea,2011,33.468378378378375
454,World,North Sea,2012,10.003513513513514
455,World,North Sea,2013,22.555714285714284
456,World,North Sea,2014,17.765
457,World,North Sea,2015,57.692702702702704
458,World,North Sea,2016,54.43324324324324
459,World,North Sea,2017,43.69
460,World,Pacific Ocean,2008,20.771764705882354
461,World,Pacific Ocean,2009,22.392432432432432
462,World,Pacific Ocean,2010,19.03837837837838
463,World,Pacific Ocean,2011,19.53027027027027
464,World,Pacific Ocean,2012,31.40054054054054
465,World,Pacific Ocean,2013,33.09714285714286
466,World,Pacific Ocean,2014,40.11
467,World,Pacific Ocean,2015,50.170810810810806
468,World,Pacific Ocean,2016,52.89783783783784
469,World,Pacific Ocean,2017,50.74571428571428
470,World,Persian Gulf,2008,68.65941176470588
471,World,Persian Gulf,2009,24.86783783783784
472,World,Persian Gulf,2010,67.7354054054054
473,World,Persian Gulf,2011,43.035405405405406
474,World,Persian Gulf,2012,46.66513513513514
475,World,Persian Gulf,2013,53.041428571428575
476,World,Persian Gulf,2014,55.86888888888889
477,World,Persian Gulf,2015,96.04621621621622
478,World,Persian Gulf,2016,59.94388888888889
479,World,Persian Gulf,2017,47.17
480,World,Sea Japan,2008,54.71764705882353
481,World,Sea Japan,2009,21.083783783783783
482,World,Sea Japan,2010,32.502702702702706
483,World,Sea Japan,2011,15.400000000000002
484,World,Sea Japan,2012,44.32972972972973
485,World,Sea Japan,2013,34.09428571428571
486,World,Sea Japan,2014,48.99166666666667
487,World,Sea Japan,2015,31.908108108108106
488,World,Sea Japan,2016,75.96216216216216
489,World,Sea Japan,2017,21.400000000000002
490,World,Sea Okhotsk,2008,19.961176470588235
491,World,Sea Okhotsk,2009,4.8470270270270275
492,World,Sea Okhotsk,2010,14.111891891891892
493,World,Sea Okhotsk,2011,5.3470270270270275
494,World,Sea Okhotsk,2012,16.017297297297297
495,World,Sea Okhotsk,2013,17.89428571428571
496,World,Sea Okhotsk,2014,39.17277777777778
497,World,Sea Okhotsk,2015,54.233513513513515
498,World,Sea Okhotsk,2016,49.99027027027027
499,World,Sea Okhotsk,2017,47.06285714285714
500,World,South China,2008,82.74882352941177
501,World,South China,2009,48.37108108108108
502,World,South China,2010,61.719729729729735
503,World,South China,2011,50.03864864864865
504,World,South China,2012,65.81972972972973
505,World,South China,2013,75.49571428571429
506,World,South China,2014,42.08444444444444
507,World,South China,2015,28.74135135135135
508,World,South China,2016,43.14675675675676
509,World,South China,2017,59.22571428571428
510,World,Southern Ocean,2008,10.536470588235295
511,World,Southern Ocean,2009,23.978918918918918
512,World,Southern Ocean,2010,29.69243243243243
513,World,Southern Ocean,2011,30.643783783783782
514,World,Southern Ocean,2012,38.01405405405406
515,World,Southern Ocean,2013,40.49714285714286
516,World,Southern Ocean,2014,43.871111111111105
517,World,Southern Ocean,2015,53.39783783783784
518,World,Southern Ocean,2016,54.476216216216216
519,World,Southern Ocean,2017,74.48142857142857
520,World,Tropics,2008,27.779411764705884
521,World,Tropics,2009,27.022972972972973
522,World,Tropics,2010,29.533783783783782
523,World,Tropics,2011,27.244594594594595
524,World,Tropics,2012,37.36351351351352
525,World,Tropics,2013,39.004285714285714
526,World,Tropics,2014,41.650000000000006
527,World,Tropics,2015,50.40675675675676
528,World,Tropics,2016,53.93108108108108
529,World,Tropics,2017,52.19285714285714
530,World,World,2008,26.334117647058825
531,World,World,2009,25.321081081081083
532,World,World,2010,27.05891891891892
533,World,World,2011,26.05081081081081
534,World,World,2012,36.012972972972975
535,World,World,2013,38.38285714285715
536,World,World,2014,41.10944444444445
537,World,World,2015,49.89675675675676
538,World,World,2016,52.65081081081081
539,World,World,2017,50.14714285714285
540,World,Yellow Sea,2008,73.20705882352941
541,World,Yellow Sea,2009,17.338378378378376
542,World,Yellow Sea,2010,18.532972972972974
543,World,Yellow Sea,2011,2.843783783783783
544,World,Yellow Sea,2012,42.38972972972973
545,World,Yellow Sea,2013,31.78941176470588
546,World,Yellow Sea,2014,40.578918918918916
547,World,Yellow Sea,2015,33.0654054054054
548,World,Yellow Sea,2016,58.9238888888889
549,World,Yellow Sea,2017,-14.104285714285714
